image	label	prompt	category	subcategory
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/shahab_alizadeh/cathedral_cover.webp	Shahab Alizadeh	shahab alizadeh	Artist	MixedMedia
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/chris_ofili/cathedral_cover.webp	Chris Ofili	chris ofili	Artist	HyperRealisticPainting
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/atelier_olschinsky/cathedral_cover.webp	Atelier Olschinsky	atelier olschinsky	Artist	FantasyRealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/anselm_kiefer/cathedral_cover.webp	Anselm Kiefer	anselm kiefer	Artist	FolkArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/jay_anacleto/cathedral_cover.webp	Jay Anacleto	jay anacleto	Artist	Minimalism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/lyonel_feininger/cathedral_cover.webp	Lyonel Feininger	lyonel feininger	Artist	Cubism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/germaine_krull/cathedral_cover.webp	Germaine Krull	germaine krull	Artist	FineArtPhotography
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/alfred_kubin/cathedral_cover.webp	Alfred Kubin	alfred kubin	Artist	Surrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/katsuhiro_otomo/cathedral_cover.webp	Katsuhiro Otomo	katsuhiro otomo	Artist	Cyberpunk
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/fra_angelico/cathedral_cover.webp	Fra Angelico	fra angelico	Artist	GothicArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/alex_maleew/cathedral_cover.webp	Alex Maleew	alex maleew	Artist	FantasyRealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/nikolina_petolas/cathedral_cover.webp	Nikolina Petolas	nikolina petolas	Artist	AbstractExpressionism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/anton_semenov/cathedral_cover.webp	Anton Semenov	anton semenov	Artist	Hyperrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/arthur_rackham/cathedral_cover.webp	Arthur Rackham	arthur rackham	Artist	FantasyArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/arthur_suydam/cathedral_cover.webp	Arthur Suydam	arthur suydam	Artist	ClassicalRealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/apterus/cathedral_cover.webp	Apterus	apterus	Artist	BiomechanicalArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/chris_foss/cathedral_cover.webp	Chris Foss	chris foss	Artist	SciFiArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/austin_osman_spare/cathedral_cover.webp	Austin Osman Spare	austin osman spare	Artist	Symbolism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/lisa_frank/cathedral_cover.webp	Lisa Frank	lisa frank	Artist	Maximalism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/maciej_kuciara/cathedral_cover.webp	Maciej Kuciara	maciej kuciara	Artist	FantasyRealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/jackson_pollock/cathedral_cover.webp	Jackson Pollock	jackson pollock	Artist	ActionPainting
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/gregory_manchess/cathedral_cover.webp	Gregory Manchess	gregory manchess	Artist	FantasyArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/balthasar_van_der_ast/cathedral_cover.webp	Balthasar van der Ast	balthasar van der ast	Artist	StillLife
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/caspar_david_friedrich/cathedral_cover.webp	Caspar David Friedrich	caspar david friedrich	Artist	Romanticism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/carel_willink/cathedral_cover.webp	Carel Willink	carel willink	Artist	ContemporaryArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/camille_walala/cathedral_cover.webp	Camille Walala	camille walala	Artist	GeometricAbstraction
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/bunny_yeager/cathedral_cover.webp	Bunny Yeager	bunny yeager	Artist	PinupArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/john_james_audubon/cathedral_cover.webp	John James Audubon	john james audubon	Artist	Naturalism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/frank_quitely/cathedral_cover.webp	Frank Quitely	frank quitely	Artist	LineArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/carmine_infantino/cathedral_cover.webp	Carmine Infantino	carmine infantino	Artist	ComicBookStyle
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/milton_avery/cathedral_cover.webp	Milton Avery	milton avery	Artist	Modernism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/chesley_bonestell/cathedral_cover.webp	Chesley Bonestell	chesley bonestell	Artist	SciFiArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/andrea_mantegna/cathedral_cover.webp	Andrea Mantegna	andrea mantegna	Artist	RenaissanceArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/paul_rand/cathedral_cover.webp	Paul Rand	paul rand	Artist	ModernArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/charlie_bowater/cathedral_cover.webp	Charlie Bowater	charlie bowater	Artist	Surrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/andre_masson/cathedral_cover.webp	Andre Masson	andre masson	Artist	InkDrawing
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/alice_bailly/cathedral_cover.webp	Alice Bailly	alice bailly	Artist	Surrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/chris_moore/cathedral_cover.webp	Chris Moore	chris moore	Artist	FantasyRealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/chris_dyer/cathedral_cover.webp	Chris Dyer	chris dyer	Artist	DigitalArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/benedick_bana/cathedral_cover.webp	Benedick Bana	benedick bana	Artist	Minimalism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/gary_larson/cathedral_cover.webp	Gary Larson	gary larson	Artist	HorrorArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/coles_phillips/cathedral_cover.webp	Coles Phillips	coles phillips	Artist	ArtNouveau
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/conrad_roset/cathedral_cover.webp	Conrad Roset	conrad roset	Artist	Expressionism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/cory_loftis/cathedral_cover.webp	Cory Loftis	cory loftis	Artist	FantasyRealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/paul_barson/cathedral_cover.webp	Paul Barson	paul barson	Artist	Surrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/ando_fuchs/cathedral_cover.webp	Ando Fuchs	ando fuchs	Artist	ContemporaryArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/cyril_rolando/cathedral_cover.webp	Cyril Rolando	cyril rolando	Artist	Surrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/cynthia_sheppard/cathedral_cover.webp	Cynthia Sheppard	cynthia sheppard	Artist	Surrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/aubrey_beardsley/cathedral_cover.webp	Aubrey Beardsley	aubrey beardsley	Artist	ArtNouveau
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/david_alfaro_siqueiros/cathedral_cover.webp	David Alfaro Siqueiros	david alfaro siqueiros	Artist	MexicanMuralism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/winsor_mc_cay/cathedral_cover.webp	Winsor McCay	winsor mccay	Artist	Hyperrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/george_bellows/cathedral_cover.webp	George Bellows	george bellows	Artist	SocialRealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/paul_gauguin/cathedral_cover.webp	Paul Gauguin	paul gauguin	Artist	PostImpressionism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/don_lawrence/cathedral_cover.webp	Don Lawrence	don lawrence	Artist	Futurism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/jordan_grimmer/cathedral_cover.webp	Jordan Grimmer	jordan grimmer	Artist	Surrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/barry_mc_gee/cathedral_cover.webp	Barry McGee	barry mcgee	Artist	StreetArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/angus_mc_kie/cathedral_cover.webp	Angus McKie	angus mckie	Artist	FantasyArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/dod_procter/cathedral_cover.webp	Dod Procter	dod procter	Artist	Watercolor
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/david_mattingly/cathedral_cover.webp	David Mattingly	david mattingly	Artist	DigitalArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/john_t_biggers/cathedral_cover.webp	John T. Biggers	john t. biggers	Artist	FolkArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/edmund_dulac/cathedral_cover.webp	Edmund Dulac	edmund dulac	Artist	FantasyArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/pierre_auguste_renoir/cathedral_cover.webp	Pierre-Auguste Renoir	pierre-auguste renoir	Artist	Impressionism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/jovana_rikalo/cathedral_cover.webp	Jovana Rikalo	jovana rikalo	Artist	Contemporary Figurative Painting
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/justin_gerard/cathedral_cover.webp	Justin Gerard	justin gerard	Artist	DigitalArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/egon_schiele/cathedral_cover.webp	Egon Schiele	egon schiele	Artist	Expressionism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/edward_robert_hughes/cathedral_cover.webp	Edward Robert Hughes	edward robert hughes	Artist	PreRaphaelite
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/eduardo_paolozzi/cathedral_cover.webp	Eduardo Paolozzi	eduardo paolozzi	Artist	PopArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/ed_binkley/cathedral_cover.webp	Ed Binkley	ed binkley	Artist	FantasyArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/charles_dana_gibson/cathedral_cover.webp	Charles Dana Gibson	charles dana gibson	Artist	VictorianArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/jonas_de_ro/cathedral_cover.webp	Jonas De Ro	jonas de ro	Artist	FigurativeArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/mark_rothko/cathedral_cover.webp	Mark Rothko	mark rothko	Artist	ColorFieldPainting
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/dan_mc_pharlin/cathedral_cover.webp	Dan McPharlin	dan mcpharlin	Artist	MixedMedia
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/ellen_jewett/cathedral_cover.webp	Ellen Jewett	ellen jewett	Artist	Impressionism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/ian_mc_que/cathedral_cover.webp	Ian McQue	ian mcque	Artist	Surrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/elmer_bischoff/cathedral_cover.webp	Elmer Bischoff	elmer bischoff	Artist	FigurativeArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/anders_zorn/cathedral_cover.webp	Anders Zorn	anders zorn	Artist	Realism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/brian_bolland/cathedral_cover.webp	Brian Bolland	brian bolland	Artist	FilmNoir
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/william_james_glackens/cathedral_cover.webp	William James Glackens	william james glackens	Artist	SocialRealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/edward_blair_wilkins/cathedral_cover.webp	Edward Blair Wilkins	edward blair wilkins	Artist	VictorianArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/gjon_mili/cathedral_cover.webp	Gjon Mili	gjon mili	Artist	LightSculptor
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/amanda_sage/cathedral_cover.webp	Amanda Sage	amanda sage	Artist	ContemporaryArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/everett_shinn/cathedral_cover.webp	Everett Shinn	everett shinn	Artist	UrbanArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/albert_goodwin/cathedral_cover.webp	Albert Goodwin	albert goodwin	Artist	VictorianArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/frank_miller/cathedral_cover.webp	Frank Miller	frank miller	Artist	ComicBookStyle
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/apollonia_saintclair/cathedral_cover.webp	Apollonia Saintclair	apollonia saintclair	Artist	NeoRomanticism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/farel_dalrymple/cathedral_cover.webp	Farel Dalrymple	farel dalrymple	Artist	FantasyArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/fitz_henry_lane/cathedral_cover.webp	Fitz Henry Lane	fitz henry lane	Artist	MarineArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/alessandro_gottardo/cathedral_cover.webp	Alessandro Gottardo	alessandro gottardo	Artist	DigitalArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/filippino_lippi/cathedral_cover.webp	Filippino Lippi	filippino lippi	Artist	LateMedieval
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/ford_madox_brown/cathedral_cover.webp	Ford Madox Brown	ford madox brown	Artist	VictorianArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/frances_mac_donald_mc_nair/cathedral_cover.webp	Frances MacDonald McNair	frances macdonald mcnair	Artist	ArtNouveau
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/frank_frazetta/cathedral_cover.webp	Frank Frazetta	frank frazetta	Artist	FantasyArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/moebius/cathedral_cover.webp	Moebius	moebius	Artist	FantasyRealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/frank_bramley/cathedral_cover.webp	Frank Bramley	frank bramley	Artist	VictorianArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/frans_masereel/cathedral_cover.webp	Frans Masereel	frans masereel	Artist	Expressionism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/laurie_greasley/cathedral_cover.webp	Laurie Greasley	laurie greasley	Artist	Surrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/carne_griffiths/cathedral_cover.webp	Carne Griffiths	carne griffiths	Artist	FantasyArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/gediminas_pranckevicius/cathedral_cover.webp	Gediminas Pranckevicius	gediminas pranckevicius	Artist	Modernism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/genndy_tartakovsky/cathedral_cover.webp	Genndy Tartakovsky	genndy tartakovsky	Artist	CartoonStyle
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/alex_gross/cathedral_cover.webp	Alex Gross	alex gross	Artist	Hyperrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/geof_darrow/cathedral_cover.webp	Geof Darrow	geof darrow	Artist	Cyberpunk
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/dan_mora/cathedral_cover.webp	Dan Mora	dan mora	Artist	Minimalism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/gerald_parel/cathedral_cover.webp	Gerald Parel	gerald parel	Artist	Surrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/armand_guillaumin/cathedral_cover.webp	Armand Guillaumin	armand guillaumin	Artist	Impressionism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/george_hurrell/cathedral_cover.webp	George Hurrell	george hurrell	Artist	PinupArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/alberto_morrocco/cathedral_cover.webp	Alberto Morrocco	alberto morrocco	Artist	Surrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/gustave_dore/cathedral_cover.webp	Gustave Dore	gustave dore	Artist	GothicArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/glen_keane/cathedral_cover.webp	Glen Keane	glen keane	Artist	Expressionism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/guweiz/cathedral_cover.webp	Guweiz	guweiz	Artist	AbstractArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/igor_morski/cathedral_cover.webp	Igor Morski	igor morski	Artist	Surrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/hans_holbein/cathedral_cover.webp	Hans Holbein	hans holbein	Artist	Portraiture
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/gustave_moreau/cathedral_cover.webp	Gustave Moreau	gustave moreau	Artist	Symbolism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/hal_foster/cathedral_cover.webp	Hal Foster	hal foster	Artist	PostModernism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/hans_makart/cathedral_cover.webp	Hans Makart	hans makart	Artist	BaroqueArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/helene_schjerfbeck/cathedral_cover.webp	Helene Schjerfbeck	helene schjerfbeck	Artist	Symbolism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/hans_memling/cathedral_cover.webp	Hans Memling	hans memling	Artist	GothicArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/erin_hanson/cathedral_cover.webp	Erin Hanson	erin hanson	Artist	ImpressionistWave
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/david_a_hardy/cathedral_cover.webp	David A. Hardy	david a. hardy	Artist	FantasyRealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/henry_ossawa_tanner/cathedral_cover.webp	Henry Ossawa Tanner	henry ossawa tanner	Artist	Symbolism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/henri_de_toulouse_lautrec/cathedral_cover.webp	Henri de Toulouse-Lautrec	henri de toulouse-lautrec	Artist	PostImpressionism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/henri_fantin_latour/cathedral_cover.webp	Henri Fantin-Latour	henri fantin-latour	Artist	Realism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/howard_terpning/cathedral_cover.webp	Howard Terpning	howard terpning	Artist	WesternArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/h_p_lovecraft/cathedral_cover.webp	H.P. Lovecraft	h.p. lovecraft	Artist	HorrorArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/conor_harrington/cathedral_cover.webp	Conor Harrington	conor harrington	Artist	NeoExpressionism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/hans_hartung/cathedral_cover.webp	Hans Hartung	hans hartung	Artist	Tachisme
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/cornelis_de_heem/cathedral_cover.webp	Cornelis de Heem	cornelis de heem	Artist	StillLife
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/alfons_mucha/cathedral_cover.webp	Alfons Mucha	alfons mucha	Artist	ArtNouveau
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/peter_de_seve/cathedral_cover.webp	Peter de Seve	peter de seve	Artist	NeoImpressionism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/hyacinthe_rigaud/cathedral_cover.webp	Hyacinthe Rigaud	hyacinthe rigaud	Artist	BaroqueArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/ignacio_zuloaga/cathedral_cover.webp	Ignacio Zuloaga	ignacio zuloaga	Artist	Realism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/brent_heighton/cathedral_cover.webp	Brent Heighton	brent heighton	Artist	FantasyRealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/ivan_albright/cathedral_cover.webp	Ivan Albright	ivan albright	Artist	HyperRealisticDetail
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/jakub_rebelka/cathedral_cover.webp	Jakub Rebelka	jakub rebelka	Artist	Minimalism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/lowell_herrero/cathedral_cover.webp	Lowell Herrero	lowell herrero	Artist	FantasyArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/jack_davis/cathedral_cover.webp	Jack Davis	jack davis	Artist	SocialRealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/jane_newland/cathedral_cover.webp	Jane Newland	jane newland	Artist	Expressionism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/brooke_shaden/cathedral_cover.webp	Brooke Shaden	brooke shaden	Artist	Minimalism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/jason_edmiston/cathedral_cover.webp	Jason Edmiston	jason edmiston	Artist	DigitalPainting
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/yasushi_nirasawa/cathedral_cover.webp	Yasushi Nirasawa	yasushi nirasawa	Artist	AnimeStyle
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/inoue_takehiko/cathedral_cover.webp	Inoue Takehiko	inoue takehiko	Artist	Modern Japanese Painting
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/govert_flinck/cathedral_cover.webp	Govert Flinck	govert flinck	Artist	BaroqueArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/bryan_hitch/cathedral_cover.webp	Bryan Hitch	bryan hitch	Artist	ComicBookStyle
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/jean_simeon_chardin/cathedral_cover.webp	Jean Siméon Chardin	jean siméon chardin	Artist	StillLife
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/jean_dubuffet/cathedral_cover.webp	Jean Dubuffet	jean dubuffet	Artist	OutsiderArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/jean_jullien/cathedral_cover.webp	Jean Jullien	jean jullien	Artist	Minimalism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/catherine_nolin/cathedral_cover.webp	Catherine Nolin	catherine nolin	Artist	Surrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/frank_auerbach/cathedral_cover.webp	Frank Auerbach	frank auerbach	Artist	AbstractExpressionism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/jessica_rossier/cathedral_cover.webp	Jessica Rossier	jessica rossier	Artist	ContemporaryArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/jeff_koons/cathedral_cover.webp	Jeff Koons	jeff koons	Artist	PopArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/hannah_hoch/cathedral_cover.webp	Hannah Höch	hannah höch	Artist	Dadaism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/joe_jusko/cathedral_cover.webp	Joe Jusko	joe jusko	Artist	DigitalArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/gifford_beal/cathedral_cover.webp	Gifford Beal	gifford beal	Artist	ColorFieldPainting
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/jim_lee/cathedral_cover.webp	Jim Lee	jim lee	Artist	ComicBookStyle
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/john_atkinson_grimshaw/cathedral_cover.webp	John Atkinson Grimshaw	john atkinson grimshaw	Artist	VictorianArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/johannes_itten/cathedral_cover.webp	Johannes Itten	johannes itten	Artist	Impressionism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/joe_webb/cathedral_cover.webp	Joe Webb	joe webb	Artist	Surrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/shohei_otomo/cathedral_cover.webp	Shohei Otomo	shohei otomo	Artist	Cyberpunk
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/john_howe/cathedral_cover.webp	John Howe	john howe	Artist	BaroqueArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/bob_peak/cathedral_cover.webp	Bob Peak	bob peak	Artist	PinupArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/john_harris/cathedral_cover.webp	John Harris	john harris	Artist	Minimalism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/john_berkey/cathedral_cover.webp	John Berkey	john berkey	Artist	SciFiArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/gary_panter/cathedral_cover.webp	Gary Panter	gary panter	Artist	Contemporary Graphic Art
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/john_salminen/cathedral_cover.webp	John Salminen	john salminen	Artist	Realism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/john_martin/cathedral_cover.webp	John Martin	john martin	Artist	HorrorArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/john_singer_sargent/cathedral_cover.webp	John Singer Sargent	john singer sargent	Artist	Portraiture
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/clara_peeters/cathedral_cover.webp	Clara Peeters	clara peeters	Artist	StillLife
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/jorge_jacinto/cathedral_cover.webp	Jorge Jacinto	jorge jacinto	Artist	NeoClassicism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/josan_gonzalez/cathedral_cover.webp	Josan Gonzalez	josan gonzalez	Artist	StreetArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/junko_mizuno/cathedral_cover.webp	Junko Mizuno	junko mizuno	Artist	Cyberpunk
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/kilian_eng/cathedral_cover.webp	Kilian Eng	kilian eng	Artist	Minimalism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/kate_greenaway/cathedral_cover.webp	Kate Greenaway	kate greenaway	Artist	VictorianArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/kazumasa_nagai/cathedral_cover.webp	Kazumasa Nagai	kazumasa nagai	Artist	Surrealism
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/guo_pei/cathedral_cover.webp	Guo Pei	guo pei	Artist	DecorativeArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/ben_templesmith/cathedral_cover.webp	Ben Templesmith	ben templesmith	Artist	GothicArt
https://storage.googleapis.com/rzem-ai-server-images-reference/ref/images/artists/louis_icart/cathedral_cover.webp	Louis Icart	louis icart	Artist	ArtDeco
